departure,arrival,time_of_year,price
LAX,MIA,2024.25,324.6736999999997
LAX,MKE,2024.25,302.4506000000003
LAX,MSN,2024.25,303.2170000000001
LAX,MSP,2024.25,286.10510000000016
LAX,MSY,2024.25,270.4157999999998
LAX,OAK,2024.25,142.0638
LAX,OKC,2024.25,343.2596000000001
LAX,OMA,2024.25,249.39649999999983
LAX,ORF,2024.25,325.56530000000066
LAX,PDX,2024.25,205.8936
LAX,PHF,2024.25,409.4053000000002
LAX,PHL,2024.25,356.9828000000001
LAX,PHX,2024.25,177.1523
LAX,PIT,2024.25,220.78380000000013
LAX,RDU,2024.25,373.58919999999966
LAX,RIC,2024.25,318.3015999999996
LAX,RNO,2024.25,155.9796000000003
LAX,SAT,2024.25,207.79210000000012
LAX,SDF,2024.25,265.9368999999997
LAX,SEA,2024.25,177.04949999999974
LAX,SFO,2024.25,145.75310000000027
LAX,SJC,2024.25,142.16400000000024
LAX,SLC,2024.25,168.89469999999983
LAX,SMF,2024.25,177.2726000000001
LAX,STL,2024.25,302.6792
LAX,STS,2024.25,184.13759999999996
LAX,SWF,2024.25,108.2280999999999
LAX,TPA,2024.25,302.0422999999997
LAX,TUL,2024.25,241.3121
LAX,TUS,2024.25,196.2165999999999
LCK,FLL,2024.25,97.0002999999998
LCK,PIE,2024.25,106.5237999999999
LGA,BWI,2024.25,192.97599999999997
LGA,DCA,2024.25,200.72220000000004
LGA,IAD,2024.25,194.1749
LGA,ILM,2024.25,189.0318000000001
LGA,MCO,2024.25,171.5789999999999
LGA,OAK,2024.25,250.6783999999999
LGA,OKC,2024.25,342.4565000000005
LGA,OMA,2024.25,283.9284000000005
LGA,ORF,2024.25,190.34549999999984
LGA,PBI,2024.25,228.4447999999997
LGA,PDX,2024.25,316.29129999999964
LGA,PHF,2024.25,249.5932
LGA,PHX,2024.25,288.8465999999995
LGA,PIT,2024.25,209.31750000000008
LGA,PSP,2024.25,373.91450000000026
LGA,PWM,2024.25,232.81059999999997
LGA,RDU,2024.25,188.24470000000008
LGA,RIC,2024.25,214.9577999999999
LGA,RNO,2024.25,312.2859999999997
LGA,ROC,2024.25,198.8020000000003
LGA,SAN,2024.25,305.8369999999998
LGA,SAT,2024.25,238.81210000000036
LGA,SAV,2024.25,203.93560000000005
LGA,SEA,2024.25,334.73629999999946
LGA,SFO,2024.25,356.57679999999993
LGA,SJC,2024.25,229.40949999999972
LGA,SLC,2024.25,328.51869999999985
LGA,SMF,2024.25,316.75519999999983
LGA,SRQ,2024.25,228.9625
LGA,STL,2024.25,229.5240000000001
LGA,SYR,2024.25,195.12470000000027
LGA,TPA,2024.25,186.01559999999995
LGA,TUL,2024.25,325.09849999999983
LGA,TUS,2024.25,387.4286
LGB,BNA,2024.25,238.51409999999976
LGB,BWI,2024.25,233.64639999999983
LGB,DCA,2024.25,234.82460000000015
LGB,EWR,2024.25,842.5135999999999
LGB,FLL,2024.25,197.9727000000001
LGB,GEG,2024.25,223.76269999999988
LGB,IAD,2024.25,242.1044
LGB,ICT,2024.25,230.9169999999999
LGB,JFK,2024.25,350.7351000000004
LGB,LGA,2024.25,225.5816
LGB,MCO,2024.25,190.4958000000001
LGB,MEM,2024.25,195.23419999999973
LGB,MFR,2024.25,669.1023999999999
LGB,MIA,2024.25,195.3805000000001
LGB,MKE,2024.25,229.9488999999999
LGB,MSN,2024.25,230.9169999999999
LGB,MSP,2024.25,211.37620000000004
LGB,MSY,2024.25,220.73189999999985
LGB,OAK,2024.25,157.89080000000018
LGB,OKC,2024.25,247.5939999999999
LGB,OMA,2024.25,220.7014000000001
LGB,ORF,2024.25,263.4216999999999
LGB,PDX,2024.25,167.1628999999997
LGB,PHF,2024.25,280.8987
LGB,PHL,2024.25,269.06390000000016
LGB,PHX,2024.25,142.95079999999996
LGB,PIT,2024.25,239.6061000000002
LGB,RDU,2024.25,260.3711999999996
LGB,RIC,2024.25,244.89899999999983
LGB,RNO,2024.25,150.88500000000028
LGB,SAT,2024.25,224.85710000000023
LGB,SDF,2024.25,254.2272999999998
LGB,SEA,2024.25,166.4407000000001
LGB,SFO,2024.25,173.0567000000001
LGB,SJC,2024.25,153.946
LGB,SLC,2024.25,182.5166000000001
LGB,SMF,2024.25,154.14260000000016
LGB,STL,2024.25,238.10379999999972
LGB,TPA,2024.25,216.4067
LGB,TUL,2024.25,243.78460000000004
LGB,TUS,2024.25,212.87929999999983
LIT,BUR,2024.25,338.2694000000002
LIT,BWI,2024.25,279.1659000000004
LIT,DCA,2024.25,298.14020000000016
LIT,EWR,2024.25,332.64609999999993
LIT,HPN,2024.25,290.4374000000002
LIT,IAD,2024.25,289.5433000000004
LIT,ISP,2024.25,261.4967000000001
LIT,JFK,2024.25,299.9362000000005
LIT,LAX,2024.25,245.64249999999996
LIT,LGA,2024.25,282.04350000000034
LIT,LGB,2024.25,279.5982000000002
LIT,ONT,2024.25,320.0538
LIT,SNA,2024.25,378.1602
LIT,SWF,2024.25,105.8936999999999
MCI,AZA,2024.25,228.29080000000005
MCI,BUR,2024.25,295.3801000000005
MCI,BWI,2024.25,254.31860000000012
MCI,DCA,2024.25,220.84909999999988
MCI,EWR,2024.25,239.93069999999983
MCI,FLL,2024.25,271.8452000000001
MCI,HPN,2024.25,255.8007000000001
MCI,IAD,2024.25,284.6541999999999
MCI,ISP,2024.25,280.12969999999973
MCI,JFK,2024.25,175.84070000000028
MCI,LAX,2024.25,213.94220000000004
MCI,LGA,2024.25,196.8061
MCI,LGB,2024.25,219.02349999999987
MCI,MIA,2024.25,286.2266999999997
MCI,OAK,2024.25,289.97869999999983
MCI,ONT,2024.25,316.8256000000002
MCI,PHX,2024.25,248.5124000000003
MCI,PIE,2024.25,103.68820000000004
MCI,SFO,2024.25,326.49949999999995
MCI,SJC,2024.25,293.1351000000002
MCI,SNA,2024.25,299.6476000000002
MCI,SWF,2024.25,105.8936999999999
MCI,TPA,2024.25,245.94210000000007
MCO,BWI,2024.25,177.01789999999994
MCO,DCA,2024.25,170.8012000000001
MCO,IAD,2024.25,208.2561000000001
MCO,OAK,2024.25,283.2800999999999
MCO,PHX,2024.25,286.1912999999998
MCO,SFO,2024.25,362.54900000000055
MCO,SJC,2024.25,314.7276000000003
MDW,BDL,2024.25,223.1965000000004
MDW,BNA,2024.25,180.532
MDW,BUR,2024.25,269.58269999999976
MDW,BWI,2024.25,184.35520000000005
MDW,CLE,2024.25,179.45940000000002
MDW,CMH,2024.25,179.04340000000005
MDW,CVG,2024.25,172.93390000000014
MDW,DAL,2024.25,184.23699999999985
MDW,DCA,2024.25,172.7528000000003
MDW,DEN,2024.25,179.30610000000004
MDW,DFW,2024.25,113.53700000000002
MDW,DSM,2024.25,180.4798
MDW,DTW,2024.25,189.3969999999999
MDW,ELP,2024.25,231.57359999999963
MDW,EWR,2024.25,223.33430000000007
MDW,FLL,2024.25,209.3172
MDW,GSO,2024.25,210.01390000000004
MDW,GSP,2024.25,199.52210000000005
MDW,HOU,2024.25,181.1046000000001
MDW,HPN,2024.25,272.8291999999999
MDW,IAD,2024.25,173.21179999999987
MDW,IAH,2024.25,185.7242000000001
MDW,IND,2024.25,180.4798
MDW,ISP,2024.25,252.8018000000004
MDW,JAX,2024.25,207.9925000000001
MDW,JFK,2024.25,281.0433999999998
MDW,LAS,2024.25,199.00869999999992
MDW,LAX,2024.25,222.6686000000001
MDW,LGA,2024.25,177.0262999999999
MDW,LGB,2024.25,206.6387999999998
MDW,MCI,2024.25,181.1449999999999
MDW,MCO,2024.25,184.71069999999992
MDW,MDT,2024.25,204.05499999999984
MDW,MEM,2024.25,173.19000000000025
MDW,MIA,2024.25,183.61439999999976
MDW,MSP,2024.25,173.46039999999985
MDW,MSY,2024.25,200.74300000000005
MDW,MYR,2024.25,181.1759
MDW,OAK,2024.25,220.8585999999997
MDW,OKC,2024.25,185.5511
MDW,OMA,2024.25,178.16779999999994
MDW,ONT,2024.25,253.2116
MDW,ORF,2024.25,193.66170000000028
MDW,PBI,2024.25,252.94419999999965
MDW,PDX,2024.25,245.739
MDW,PHF,2024.25,195.4625
MDW,PHL,2024.25,166.8016999999999
MDW,PHX,2024.25,201.75590000000005
MDW,PIT,2024.25,172.34769999999995
MDW,PNS,2024.25,206.68449999999996
MDW,RDU,2024.25,178.0471
MDW,RIC,2024.25,197.3783000000002
MDW,RNO,2024.25,249.70600000000013
MDW,ROC,2024.25,182.0937
MDW,RSW,2024.25,231.20060000000024
MDW,SAN,2024.25,229.57459999999975
MDW,SAT,2024.25,225.74660000000023
MDW,SAV,2024.25,201.14049999999992
MDW,SDF,2024.25,163.8218
MDW,SEA,2024.25,222.01529999999968
MDW,SFO,2024.25,193.34939999999992
MDW,SJC,2024.25,272.4451000000004
MDW,SLC,2024.25,243.37889999999985
MDW,SMF,2024.25,282.44330000000014
MDW,SNA,2024.25,241.52540000000016
MDW,STL,2024.25,188.5639
MDW,SWF,2024.25,139.19350000000003
MDW,SYR,2024.25,184.1244
MDW,TPA,2024.25,182.5906999999999
MDW,TUL,2024.25,187.70249999999984
MDW,TUS,2024.25,285.1938000000002
MDW,TYS,2024.25,257.3043
MDW,XNA,2024.25,172.03900000000002
MEM,AZA,2024.25,255.24169999999984
MEM,BWI,2024.25,236.7374999999999
MEM,DCA,2024.25,264.4390999999997
MEM,EWR,2024.25,248.52549999999985
MEM,FLL,2024.25,216.91569999999973
MEM,HPN,2024.25,269.0847999999997
MEM,IAD,2024.25,260.8153999999997
MEM,ISP,2024.25,295.93659999999966
MEM,JFK,2024.25,253.92059999999995
MEM,LGA,2024.25,247.99689999999973
MEM,MIA,2024.25,263.8724
MEM,OAK,2024.25,245.63890000000015
MEM,PHX,2024.25,295.0701
MEM,PIE,2024.25,102.72010000000004
MEM,SFO,2024.25,328.54820000000007
MEM,SJC,2024.25,315.16820000000047
MEM,SWF,2024.25,105.8936999999999
MEM,TPA,2024.25,248.84890000000004
MHT,BNA,2024.25,270.4954000000004
MHT,BUF,2024.25,254.7631000000001
MHT,BUR,2024.25,669.9305999999998
MHT,BWI,2024.25,215.27270000000016
MHT,CAK,2024.25,328.3080000000001
MHT,CHS,2024.25,255.6715000000002
MHT,CLE,2024.25,265.45729999999986
MHT,CLT,2024.25,296.2313000000004
MHT,CMH,2024.25,276.05999999999966
MHT,CVG,2024.25,275.3421999999998
MHT,DAL,2024.25,266.02169999999967
MHT,DCA,2024.25,260.5628000000001
MHT,DEN,2024.25,298.71159999999946
MHT,DFW,2024.25,400.0388999999999
MHT,DTW,2024.25,280.82050000000004
MHT,EWR,2024.25,218.2134999999998
MHT,FLL,2024.25,263.51529999999974
MHT,HOU,2024.25,281.9747999999996
MHT,IAD,2024.25,319.18419999999946
MHT,IAH,2024.25,372.4395999999995
MHT,IND,2024.25,281.50320000000033
MHT,ISP,2024.25,262.53449999999987
MHT,JAX,2024.25,268.1648999999998
MHT,LAS,2024.25,305.31710000000004
MHT,LAX,2024.25,348.4866999999995
MHT,LGA,2024.25,262.7983999999997
MHT,LGB,2024.25,258.2449000000004
MHT,MCI,2024.25,311.3139999999997
MHT,MCO,2024.25,190.03480000000008
MHT,MDW,2024.25,236.11989999999977
MHT,MEM,2024.25,283.24480000000017
MHT,MIA,2024.25,272.58080000000035
MHT,MKE,2024.25,273.1765999999999
MHT,MSP,2024.25,273.1657999999998
MHT,MSY,2024.25,273.6027999999997
MHT,MYR,2024.25,222.4716
MHT,OAK,2024.25,304.035
MHT,ONT,2024.25,313.6852000000004
MHT,ORD,2024.25,280.0214999999999
MHT,ORF,2024.25,247.26799999999972
MHT,PBI,2024.25,284.6763999999997
MHT,PDX,2024.25,351.9370000000002
MHT,PHF,2024.25,240.95360000000025
MHT,PHL,2024.25,288.98809999999975
MHT,PHX,2024.25,326.16830000000044
MHT,PIT,2024.25,254.13440000000008
MHT,RDU,2024.25,152.82180000000017
MHT,RIC,2024.25,280.7571999999999
MHT,RSW,2024.25,284.8111999999999
MHT,SAN,2024.25,374.2344000000001
MHT,SAT,2024.25,283.5856999999998
MHT,SAV,2024.25,274.4131
MHT,SDF,2024.25,268.7529999999998
MHT,SEA,2024.25,359.4677999999999
MHT,SFO,2024.25,515.9032000000001
MHT,SJC,2024.25,423.9525000000005
MHT,SLC,2024.25,322.55140000000006
MHT,SMF,2024.25,367.6677000000002
MHT,SNA,2024.25,413.57
MHT,STL,2024.25,277.6084999999998
MHT,TPA,2024.25,253.96179999999967
MIA,BNA,2024.25,200.8001
MIA,BWI,2024.25,189.95629999999983
MIA,DCA,2024.25,243.70360000000036
MIA,EWR,2024.25,218.14170000000027
MIA,HPN,2024.25,251.0206999999998
MIA,IAD,2024.25,236.2319999999997
MIA,ISP,2024.25,272.6961000000003
MIA,JFK,2024.25,219.64479999999995
MIA,LGA,2024.25,222.52640000000025
MIA,MCO,2024.25,194.46629999999988
MIA,MKE,2024.25,228.15170000000032
MIA,MSP,2024.25,217.9177
MIA,MSY,2024.25,192.2422000000001
MIA,OAK,2024.25,222.2788
MIA,ORF,2024.25,247.8995999999999
MIA,PDX,2024.25,313.5104999999995
MIA,PHF,2024.25,270.0473
MIA,PHL,2024.25,237.5350000000001
MIA,PHX,2024.25,359.7731000000006
MIA,PIT,2024.25,232.4202000000001
MIA,RDU,2024.25,195.7306999999997
MIA,RIC,2024.25,234.8691999999998
MIA,SAN,2024.25,310.9255999999998
MIA,SAT,2024.25,281.1710000000002
MIA,SEA,2024.25,334.7985000000002
MIA,SFO,2024.25,355.32370000000026
MIA,SJC,2024.25,286.4799000000004
MIA,SLC,2024.25,334.98580000000004
MIA,SMF,2024.25,360.9132000000004
MIA,STL,2024.25,257.1193999999999
MIA,SWF,2024.25,107.03169999999992
MIA,SYR,2024.25,251.71260000000015
MIA,TPA,2024.25,231.1893999999997
MKE,AZA,2024.25,206.8207
MKE,BWI,2024.25,204.00649999999996
MKE,DCA,2024.25,191.7037999999998
MKE,EWR,2024.25,194.44409999999996
MKE,HPN,2024.25,220.4459000000002
MKE,IAD,2024.25,253.7219000000002
MKE,ISP,2024.25,231.3294
MKE,JFK,2024.25,160.99210000000002
MKE,LGA,2024.25,226.11090000000016
MKE,OAK,2024.25,267.6268999999997
MKE,PHX,2024.25,259.5453999999996
MKE,PIE,2024.25,103.33980000000004
MKE,SFO,2024.25,328.9024000000001
MKE,SJC,2024.25,315.16820000000047
MKE,SWF,2024.25,105.8936999999999
MKE,TPA,2024.25,241.32889999999975
MSN,BWI,2024.25,285.7474000000003
MSN,DCA,2024.25,286.9513000000002
MSN,EWR,2024.25,245.1569000000001
MSN,HPN,2024.25,256.3099
MSN,IAD,2024.25,301.0281000000002
MSN,ISP,2024.25,305.80410000000035
MSN,JFK,2024.25,327.3270000000003
MSN,LGA,2024.25,341.58760000000046
MSN,OAK,2024.25,249.7987000000002
MSN,SFO,2024.25,328.54820000000007
MSN,SJC,2024.25,315.16820000000047
MSN,SWF,2024.25,105.8936999999999
MSP,BWI,2024.25,223.0156
MSP,DCA,2024.25,268.4547999999996
MSP,EWR,2024.25,249.28030000000007
MSP,HPN,2024.25,317.7893000000003
MSP,IAD,2024.25,238.98179999999985
MSP,ISP,2024.25,243.52829999999977
MSP,JFK,2024.25,290.0290999999998
MSP,LGA,2024.25,308.5709000000002
MSP,OAK,2024.25,244.68399999999997
MSP,PHX,2024.25,231.12639999999996
MSP,SFO,2024.25,315.0819999999999
MSP,SJC,2024.25,353.2666999999996
MSP,SWF,2024.25,105.8936999999999
MSP,TPA,2024.25,212.4879999999999
MSY,BWI,2024.25,222.57010000000028
MSY,DCA,2024.25,226.5427000000001
MSY,EWR,2024.25,210.3503999999999
MSY,HPN,2024.25,234.6893999999998
MSY,IAD,2024.25,234.23910000000032
MSY,ISP,2024.25,239.2109
MSY,JFK,2024.25,232.0765999999996
MSY,LGA,2024.25,214.63719999999975
MSY,OAK,2024.25,238.6950000000004
MSY,PHX,2024.25,287.21780000000007
MSY,SFO,2024.25,317.2159999999997
MSY,SJC,2024.25,284.32340000000005
MSY,SWF,2024.25,114.12869999999994
MSY,TPA,2024.25,174.0224999999998
MYR,EWR,2024.25,136.43829999999988
MYR,HPN,2024.25,247.7804
MYR,ISP,2024.25,148.7153999999999
MYR,JFK,2024.25,240.51210000000015
MYR,LGA,2024.25,138.9724000000002
MYR,SWF,2024.25,107.53899999999992
OAK,BWI,2024.25,254.13449999999983
OAK,DCA,2024.25,264.0923
OAK,GEG,2024.25,176.24710000000002
OAK,IAD,2024.25,295.46050000000014
OAK,SEA,2024.25,164.6871999999998
OAK,STL,2024.25,273.48319999999967
OAK,TPA,2024.25,269.5034999999996
OAK,TUS,2024.25,197.0181000000001
OKC,BWI,2024.25,284.02860000000027
OKC,DCA,2024.25,242.71440000000032
OKC,IAD,2024.25,339.0584000000002
OKC,OAK,2024.25,245.5950000000001
OKC,PHX,2024.25,260.8336000000001
OKC,SFO,2024.25,328.54820000000007
OKC,SJC,2024.25,315.16820000000047
OMA,AZA,2024.25,149.03049999999982
OMA,BWI,2024.25,301.76900000000023
OMA,DCA,2024.25,241.8593999999995
OMA,IAD,2024.25,287.2114000000001
OMA,OAK,2024.25,234.2879000000003
OMA,PHX,2024.25,250.6655000000004
OMA,PIE,2024.25,114.25200000000002
OMA,SFO,2024.25,264.1537000000003
OMA,SJC,2024.25,303.8043000000002
OMA,TPA,2024.25,263.7493000000001
ONT,BNA,2024.25,304.12170000000043
ONT,BWI,2024.25,313.6260999999999
ONT,DCA,2024.25,283.7685000000001
ONT,EWR,2024.25,334.4759000000004
ONT,FLL,2024.25,356.8388999999999
ONT,GEG,2024.25,252.52760000000023
ONT,HPN,2024.25,251.2021000000001
ONT,IAD,2024.25,311.14509999999984
ONT,ICT,2024.25,284.43890000000016
ONT,ISP,2024.25,352.59990000000005
ONT,JFK,2024.25,233.0926000000001
ONT,LGA,2024.25,224.9220999999997
ONT,MCO,2024.25,256.8180000000001
ONT,MEM,2024.25,368.4415000000003
ONT,MFR,2024.25,277.1514000000001
ONT,MIA,2024.25,274.13590000000016
ONT,MKE,2024.25,292.2053000000005
ONT,MSN,2024.25,284.43890000000016
ONT,MSP,2024.25,296.612
ONT,MSY,2024.25,285.02230000000014
ONT,OAK,2024.25,176.8289999999999
ONT,OKC,2024.25,270.76979999999986
ONT,OMA,2024.25,270.8623999999999
ONT,ORF,2024.25,362.0676000000007
ONT,PDX,2024.25,198.28650000000005
ONT,PHF,2024.25,410.5039000000002
ONT,PHL,2024.25,270.92750000000046
ONT,PHX,2024.25,178.00449999999975
ONT,PIT,2024.25,359.0109000000004
ONT,RDU,2024.25,300.45149999999995
ONT,RIC,2024.25,378.32919999999984
ONT,RNO,2024.25,209.3671
ONT,SAT,2024.25,282.3535999999999
ONT,SDF,2024.25,375.7201000000002
ONT,SEA,2024.25,182.7646999999999
ONT,SFO,2024.25,168.98369999999977
ONT,SJC,2024.25,170.61620000000016
ONT,SLC,2024.25,228.3342999999999
ONT,SMF,2024.25,181.5355
ONT,STL,2024.25,279.8062000000002
ONT,STS,2024.25,275.3392000000001
ONT,SWF,2024.25,151.63200000000018
ONT,TPA,2024.25,292.49450000000013
ONT,TUL,2024.25,302.98280000000034
ONT,TUS,2024.25,233.39909999999983
ORD,BDL,2024.25,289.6417000000002
ORD,BNA,2024.25,210.6264
ORD,BUR,2024.25,292.2512999999997
ORD,BWI,2024.25,196.83860000000007
ORD,CAK,2024.25,209.7835000000001
ORD,CLE,2024.25,218.34459999999973
ORD,CMH,2024.25,219.0288999999997
ORD,CVG,2024.25,214.9603
ORD,DAL,2024.25,167.09339999999975
ORD,DCA,2024.25,214.60489999999973
ORD,DEN,2024.25,219.5422999999999
ORD,DFW,2024.25,250.83169999999976
ORD,DSM,2024.25,214.7716999999998
ORD,DTW,2024.25,221.2138999999997
ORD,ELP,2024.25,318.1561999999999
ORD,EWR,2024.25,214.9658000000002
ORD,FLL,2024.25,211.7793
ORD,GSO,2024.25,218.92599999999985
ORD,GSP,2024.25,228.75499999999977
ORD,HOU,2024.25,236.3233999999997
ORD,HPN,2024.25,286.5221000000004
ORD,IAD,2024.25,229.17360000000025
ORD,IAH,2024.25,247.37159999999977
ORD,IND,2024.25,214.26949999999977
ORD,ISP,2024.25,244.56799999999976
ORD,JAX,2024.25,266.81179999999955
ORD,JFK,2024.25,210.5761
ORD,LAS,2024.25,242.21610000000015
ORD,LAX,2024.25,268.2769000000003
ORD,LGA,2024.25,202.24819999999988
ORD,LGB,2024.25,212.37510000000017
ORD,MCI,2024.25,221.3291999999999
ORD,MCO,2024.25,200.09450000000004
ORD,MDT,2024.25,225.49289999999985
ORD,MEM,2024.25,238.17639999999955
ORD,MIA,2024.25,247.4696999999996
ORD,MSP,2024.25,200.2921000000001
ORD,MSY,2024.25,233.14420000000013
ORD,MYR,2024.25,150.88410000000016
ORD,OAK,2024.25,235.24319999999983
ORD,OKC,2024.25,266.2488999999998
ORD,OMA,2024.25,212.2748000000001
ORD,ONT,2024.25,278.69379999999984
ORD,ORF,2024.25,229.74
ORD,PBI,2024.25,312.95249999999953
ORD,PDX,2024.25,290.8846999999994
ORD,PHF,2024.25,270.56980000000004
ORD,PHL,2024.25,237.2861999999998
ORD,PHX,2024.25,264.0964999999999
ORD,PIT,2024.25,218.1162999999997
ORD,PNS,2024.25,258.4268999999998
ORD,RDU,2024.25,223.7731999999997
ORD,RIC,2024.25,235.66379999999975
ORD,RNO,2024.25,302.21079999999967
ORD,ROC,2024.25,230.81759999999989
ORD,RSW,2024.25,250.2739999999997
ORD,SAN,2024.25,307.5104
ORD,SAT,2024.25,264.07249999999965
ORD,SAV,2024.25,271.5727999999996
ORD,SDF,2024.25,207.54070000000007
ORD,SEA,2024.25,229.89249999999976
ORD,SFO,2024.25,318.1350999999996
ORD,SJC,2024.25,317.9011000000005
ORD,SLC,2024.25,343.1194999999997
ORD,SMF,2024.25,334.2853
ORD,SNA,2024.25,329.7136999999999
ORD,STL,2024.25,225.1705000000002
ORD,SWF,2024.25,105.8936999999999
ORD,SYR,2024.25,234.81369999999973
ORD,TPA,2024.25,211.2387
ORD,TUL,2024.25,254.6692
ORD,TUS,2024.25,326.49410000000006
ORD,TYS,2024.25,238.8603000000001
ORD,XNA,2024.25,227.3149999999997
ORF,MCO,2024.25,183.7669
ORF,PIE,2024.25,72.33910000000002
ORF,SAN,2024.25,343.0546000000002
ORF,SEA,2024.25,288.13669999999973
ORF,TPA,2024.25,168.76430000000022
PAE,BUR,2024.25,219.71810000000005
PAE,LAX,2024.25,185.22340000000025
PAE,OAK,2024.25,99.87489999999988
PAE,ONT,2024.25,322.45519999999993
PAE,SFO,2024.25,173.01619999999994
PAE,SJC,2024.25,221.7672999999998
PAE,SNA,2024.25,216.5782999999999
PDX,BWI,2024.25,348.75840000000034
PDX,DCA,2024.25,357.3750999999998
PDX,IAD,2024.25,365.9641999999996
PDX,OAK,2024.25,174.8902000000002
PDX,SFO,2024.25,210.6009999999999
PDX,SJC,2024.25,189.60890000000012
PHF,MCO,2024.25,273.82599999999985
PHF,SAN,2024.25,432.05120000000016
PHF,SEA,2024.25,399.4174999999999
PHF,TPA,2024.25,306.6880999999997
PHL,OAK,2024.25,226.3011000000001
PHL,PHX,2024.25,365.8479000000002
PHL,SFO,2024.25,348.9104000000001
PHL,SJC,2024.25,318.5816000000003
PHL,TPA,2024.25,202.3175999999999
PHX,BWI,2024.25,260.8452999999997
PHX,DCA,2024.25,332.7690999999996
PHX,FSD,2024.25,301.2837999999995
PHX,GEG,2024.25,251.05939999999973
PHX,IAD,2024.25,318.4596000000004
PHX,ICT,2024.25,282.7479
PHX,OAK,2024.25,167.20929999999993
PHX,PDX,2024.25,226.80589999999964
PHX,PIT,2024.25,318.4127999999995
PHX,RDU,2024.25,327.3499999999996
PHX,RNO,2024.25,219.24449999999996
PHX,SAN,2024.25,174.42259999999987
PHX,SAT,2024.25,238.0602000000003
PHX,SEA,2024.25,198.42309999999983
PHX,SFO,2024.25,169.34180000000023
PHX,SJC,2024.25,206.14210000000023
PHX,SLC,2024.25,194.81819999999988
PHX,SMF,2024.25,219.9694000000002
PHX,STL,2024.25,276.0649
PHX,TPA,2024.25,308.3744000000005
PIT,BWI,2024.25,199.6203000000002
PIT,DCA,2024.25,216.90160000000023
PIT,IAD,2024.25,209.26599999999988
PIT,OAK,2024.25,237.59429999999983
PIT,PIE,2024.25,97.9889000000001
PIT,SFO,2024.25,326.2322
PIT,SJC,2024.25,327.74610000000035
PIT,TPA,2024.25,203.32459999999995
PNS,BWI,2024.25,236.65300000000025
PNS,DCA,2024.25,260.5641999999996
PNS,IAD,2024.25,305.1449999999995
PSP,OAK,2024.25,187.57419999999988
PSP,SFO,2024.25,226.3225
PSP,SJC,2024.25,167.88110000000003
PVD,BNA,2024.25,206.0730999999999
PVD,BUF,2024.25,225.2119999999999
PVD,BUR,2024.25,337.4570999999996
PVD,BWI,2024.25,201.9885
PVD,CAK,2024.25,253.6410999999997
PVD,CHS,2024.25,141.7871000000003
PVD,CLE,2024.25,248.3007
PVD,CLT,2024.25,268.3337000000002
PVD,CMH,2024.25,234.37879999999984
PVD,CVG,2024.25,158.88379999999992
PVD,DAL,2024.25,247.62199999999967
PVD,DCA,2024.25,195.1321
PVD,DEN,2024.25,294.8261999999996
PVD,DFW,2024.25,331.0307999999998
PVD,DTW,2024.25,288.0980999999995
PVD,EWR,2024.25,237.7872999999997
PVD,FLL,2024.25,201.1762
PVD,HOU,2024.25,253.79940000000005
PVD,IAD,2024.25,277.9478000000004
PVD,IAH,2024.25,324.5538000000005
PVD,IND,2024.25,280.93769999999995
PVD,JAX,2024.25,210.0381000000001
PVD,LAS,2024.25,341.98539999999963
PVD,LAX,2024.25,317.9548999999997
PVD,LGA,2024.25,242.74769999999955
PVD,LGB,2024.25,237.43090000000024
PVD,MCI,2024.25,257.0844999999999
PVD,MCO,2024.25,187.89670000000007
PVD,MDW,2024.25,196.7377
PVD,MEM,2024.25,289.4520000000001
PVD,MIA,2024.25,254.78179999999992
PVD,MKE,2024.25,242.703
PVD,MSP,2024.25,239.53269999999972
PVD,MSY,2024.25,250.69639999999956
PVD,MYR,2024.25,187.4288000000002
PVD,OAK,2024.25,287.7831999999999
PVD,ONT,2024.25,338.2341999999998
PVD,ORD,2024.25,298.13789999999995
PVD,ORF,2024.25,160.18679999999983
PVD,PBI,2024.25,238.69599999999997
PVD,PDX,2024.25,372.7206000000001
PVD,PHF,2024.25,267.9506999999996
PVD,PHL,2024.25,340.3422000000002
PVD,PHX,2024.25,329.4918999999993
PVD,PIT,2024.25,152.12980000000013
PVD,RDU,2024.25,158.91810000000012
PVD,RIC,2024.25,223.53240000000017
PVD,RSW,2024.25,191.7047000000001
PVD,SAN,2024.25,343.5699999999997
PVD,SAT,2024.25,259.2202999999997
PVD,SAV,2024.25,209.90899999999988
PVD,SDF,2024.25,254.4331999999996
PVD,SEA,2024.25,349.0946999999999
PVD,SFO,2024.25,441.3624000000004
PVD,SJC,2024.25,398.7610999999994
PVD,SLC,2024.25,363.8268000000001
PVD,SMF,2024.25,383.2034999999999
PVD,SNA,2024.25,412.3396000000001
PVD,STL,2024.25,302.00629999999995
PVD,TPA,2024.25,207.6148999999997
PWM,BWI,2024.25,196.4256
PWM,DCA,2024.25,226.78240000000005
PWM,IAD,2024.25,226.40709999999984
RDM,BUR,2024.25,120.6512000000002
RDM,LAX,2024.25,217.43159999999992
RDM,LGB,2024.25,494.47939999999966
RDM,ONT,2024.25,269.6308000000005
RDM,SNA,2024.25,278.4218999999996
RDU,BWI,2024.25,191.60729999999995
RDU,DCA,2024.25,198.90779999999987
RDU,IAD,2024.25,205.8517999999998
RDU,OAK,2024.25,256.117
RDU,PIE,2024.25,103.33980000000004
RDU,SFO,2024.25,342.0932
