Predicted Passengers,Source Airport,Destination Airport,Quarter Year,Largest Carrier,Predicted Fare,carrier_lg,Revenue
5.25,HPN,OMA,2024.25,DL,368.7717000000006,DL,1936.051425000003
74.27,AUS,IAH,2024.25,UA,248.2877000000001,UA,18440.327479000007
1.7,HPN,OAK,2024.25,AA,622.0688,AA,1057.51696
2.85,HPN,OKC,2024.25,DL,354.25300000000004,DL,1009.6210500000002
3.74,HPN,TUL,2024.25,DL,283.38649999999996,DL,1059.8655099999999
8.49,HPN,TUS,2024.25,AA,415.77140000000014,AA,3529.8991860000015
234.58,AUS,LGB,2024.25,B6,178.5742000000002,B6,41889.93583600005
2196.5,IAH,LAX,2024.25,UA,228.3027,UA,501466.88054999994
14.61,IAH,LGB,2024.25,AA,216.0285999999998,AA,3156.1778459999973
90.57,BTV,JFK,2024.25,B6,251.05670000000023,B6,22738.20531900002
811.64,ORD,BWI,2024.25,AA,196.83860000000007,AA,159762.08130400005
1982.6,IAH,LGA,2024.25,UA,256.60619999999994,UA,508747.45211999986
89.29,ORD,CAK,2024.25,UA,209.78350000000012,UA,18731.568715000012
142.72,IAH,LBB,2024.25,UA,225.07250000000033,UA,32122.347200000047
200.76,AUS,OAK,2024.25,WN,242.89690000000047,WN,48763.981644000094
67.92,BTV,LGA,2024.25,DL,262.0165999999997,DL,17796.16747199998
8.09,BUF,BUR,2024.25,WN,317.8526999999998,WN,2571.428342999998
254.18,ORD,OMA,2024.25,UA,212.27480000000017,UA,53956.008664000045
570.3,ORD,CLE,2024.25,UA,218.34459999999973,UA,124521.92537999984
856.49,HPN,MCO,2024.25,B6,196.20429999999985,B6,168047.02090699988
337.22,BUF,LGA,2024.25,DL,165.81089999999986,DL,55914.75169799996
17.46,HPN,SEA,2024.25,DL,370.24059999999986,DL,6464.400875999998
16.8,HPN,SLC,2024.25,DL,349.44939999999997,DL,5870.749919999999
222.93,AUS,LGA,2024.25,WN,234.2213999999998,WN,52214.976701999956
2.68,HPN,SJC,2024.25,DL,336.8590000000001,DL,902.7821200000003
2384.75,ORD,LAS,2024.25,UA,242.21610000000015,UA,577624.8444750004
19.68,HPN,SFO,2024.25,DL,311.2893000000001,DL,6126.173424000001
1.49,BUF,HPN,2024.25,AA,233.96379999999985,AA,348.6060619999998
3470.73,ORD,LAX,2024.25,UA,268.2769000000003,UA,931116.685137001
1999.08,ORD,MIA,2024.25,AA,247.4696999999996,AA,494711.7278759992
4.82,HPN,PIT,2024.25,AA,243.37440000000004,AA,1173.0646080000001
616.85,BUF,JFK,2024.25,B6,150.50869999999986,B6,92841.29159499992
584.41,ORD,PDX,2024.25,UA,290.8846999999994,UA,169995.92752699964
291.86,ORD,ORF,2024.25,UA,229.74,UA,67051.9164
128.89,ORD,ONT,2024.25,AA,278.69379999999984,AA,35920.84388199997
4.61,HPN,ILM,2024.25,AA,273.2829000000002,AA,1259.834169000001
129.77,HPN,DCA,2024.25,AA,286.9865999999998,AA,37242.25108199997
193.29,HOU,TUL,2024.25,WN,198.26909999999975,WN,38323.43433899995
564.33,AUS,IAD,2024.25,UA,264.7686999999998,UA,149416.9204709999
332.51,HOU,TPA,2024.25,WN,196.49320000000012,WN,65335.95393200003
16.43,BUF,LGB,2024.25,B6,240.26639999999995,B6,3947.576951999999
1264.86,ORD,MSP,2024.25,UA,200.2921000000001,UA,253341.4656060001
4.61,ORD,PHF,2024.25,AA,270.56980000000004,AA,1247.3267780000003
460.69,HOU,STL,2024.25,WN,218.89439999999976,WN,100842.4611359999
48.4,HOU,SNA,2024.25,WN,254.0715000000001,WN,12297.060600000004
1421.78,ORD,PHL,2024.25,AA,237.2861999999998,AA,337368.7734359997
164.04,HOU,SMF,2024.25,WN,305.6304000000001,WN,50135.610816000015
2822.32,ORD,PHX,2024.25,AA,264.0964999999999,AA,745364.8338799997
79.72,BUF,MDW,2024.25,WN,179.11840000000012,WN,14279.31884800001
630.38,ORD,PBI,2024.25,AA,312.95249999999953,AA,197278.9969499997
1688.46,IAH,LAS,2024.25,UA,234.71440000000027,UA,396305.87582400045
461.94,ORD,CMH,2024.25,AA,219.02889999999977,AA,101178.2100659999
253.14,IAH,JFK,2024.25,AA,216.35629999999975,AA,54768.433781999935
40.65,ORD,HOU,2024.25,DL,236.3233999999997,DL,9606.546209999988
2.59,IAH,ISP,2024.25,AA,215.4699999999999,AA,558.0672999999997
38.3,HSV,BWI,2024.25,DL,304.13110000000006,DL,11648.221130000002
206.07,BUF,DFW,2024.25,AA,315.8318,AA,65083.459026
172.84,ORD,HPN,2024.25,AA,286.52210000000036,AA,49522.47976400006
54.56,HRL,IAH,2024.25,UA,204.99530000000036,UA,11184.54356800002
481.79,ORD,IAD,2024.25,UA,229.17360000000025,UA,110413.54874400013
226.89,HRL,HOU,2024.25,WN,133.9064999999999,WN,30382.045784999977
231.18,BUF,EWR,2024.25,UA,168.64530000000013,UA,38987.420454000036
543.08,IAH,BNA,2024.25,UA,238.7537,UA,129662.35939600001
29.2,IAH,BUR,2024.25,AA,273.2477000000002,AA,7978.8328400000055
1984.72,ORD,EWR,2024.25,UA,214.9658000000002,UA,426646.9225760004
187.57,ORD,ELP,2024.25,AA,318.1561999999999,AA,59676.55843399998
102.27,HSV,IAD,2024.25,UA,223.1680000000003,UA,22823.39136000003
1814.17,ORD,DCA,2024.25,UA,214.60489999999973,UA,389329.7714329995
2416.13,ORD,DEN,2024.25,UA,219.5422999999999,UA,530442.7372989998
428.51,IAH,IAD,2024.25,UA,298.6418000000001,UA,127970.99771800004
11.17,IAH,HPN,2024.25,DL,261.75309999999973,DL,2923.782126999997
2120.42,ORD,DFW,2024.25,AA,250.83169999999976,AA,531868.5533139996
889.35,IAH,FLL,2024.25,UA,201.6528999999999,UA,179340.0066149999
149.32,BUF,BWI,2024.25,WN,196.20510000000036,WN,29297.34553200005
212.94,ORD,DSM,2024.25,AA,214.7716999999998,AA,45733.48579799996
1657.9,IAH,EWR,2024.25,UA,266.76849999999996,UA,442275.49614999996
20.65,AUS,MHT,2024.25,WN,300.5354999999995,WN,6206.058074999989
761.93,IAH,DCA,2024.25,UA,288.2704000000001,UA,219641.86587200008
614.39,ORD,DTW,2024.25,DL,221.21389999999977,DL,135911.60802099985
556.59,IAH,BWI,2024.25,UA,196.0854000000001,UA,109139.17278600007
14.57,OAK,IAD,2024.25,WN,295.46050000000014,WN,4304.859485000002
325.48,IAH,IND,2024.25,UA,285.23489999999987,UA,92838.25525199996
251.22,ORD,GSP,2024.25,AA,228.75499999999977,AA,57467.831099999945
415.64,AUS,MDW,2024.25,WN,212.89530000000005,WN,88487.80249200002
73.78,IAD,PBI,2024.25,DL,243.0982,DL,17935.785196
361.98,ORD,CVG,2024.25,UA,214.9603,UA,77811.329394
241.32,IAH,JAX,2024.25,UA,286.8093999999995,UA,69212.84440799989
510.3,ORD,DAL,2024.25,DL,167.09339999999975,DL,85267.76201999988
51.36,ORD,BUR,2024.25,AA,292.2512999999997,AA,15010.026767999983
0.62,BTV,ISP,2024.25,AA,249.41499999999988,AA,154.63729999999993
1061.85,ORD,BNA,2024.25,AA,210.62639999999996,AA,223653.64283999993
377.13,IAH,MAF,2024.25,UA,291.5745000000004,UA,109961.49118500015
1101.4,AUS,ORD,2024.25,AA,249.43840000000017,AA,274731.45376000024
15.63,ONT,SWF,2024.25,AA,151.63200000000018,AA,2370.008160000003
120.51,BTV,EWR,2024.25,UA,223.47340000000008,UA,26930.77943400001
227.42,IAH,MKE,2024.25,UA,259.16010000000006,UA,58938.18994200001
84.96,ONT,TPA,2024.25,AA,292.49450000000013,AA,24850.33272000001
1067.99,IAH,MIA,2024.25,AA,221.61700000000005,AA,236684.73983000006
43.73,ONT,TUL,2024.25,WN,302.98280000000034,WN,13249.437844000015
272.5,IAH,MEM,2024.25,UA,227.0242000000002,UA,61864.09450000006
1.28,BTV,HPN,2024.25,AA,262.3477,AA,335.805056
30.51,ONT,TUS,2024.25,AA,233.39909999999983,AA,7121.006540999995
71.88,BTV,IAD,2024.25,UA,253.32539999999975,UA,18209.02975199998
1573.75,IAH,MCO,2024.25,UA,189.8272,UA,298740.556
197.16,AUS,ONT,2024.25,WN,227.00219999999987,WN,44755.753751999975
388.75,ORD,BDL,2024.25,AA,289.6417000000002,AA,112598.21087500008
278.03,IAH,MCI,2024.25,UA,259.1909000000002,UA,72062.84592700006
17.74,BTV,SWF,2024.25,AA,105.8936999999999,AA,1878.554237999998
612.78,AUS,MIA,2024.25,AA,238.6778999999999,AA,146257.04356199995
1731.3,ORD,IAH,2024.25,UA,247.37159999999977,UA,428274.4510799996
284.1,HSV,DCA,2024.25,AA,300.4994999999997,AA,85371.90794999994
1858.81,ORD,FLL,2024.25,UA,211.7793,UA,393657.480633
126.71,BUF,DCA,2024.25,AA,204.4978000000001,AA,25911.916238000013
214.75,ORD,GSO,2024.25,AA,218.92599999999985,AA,47014.358499999966
928.38,ORD,JFK,2024.25,DL,210.5761,DL,195494.639718
20.99,BUF,ONT,2024.25,WN,326.91369999999984,WN,6861.918562999996
23.86,HPN,SRQ,2024.25,DL,238.23790000000025,DL,5684.356294000006
567.33,BUF,FLL,2024.25,B6,209.8222,B6,119038.42872600001
16.65,ISP,PHX,2024.25,WN,285.6744999999996,WN,4756.480424999993
0.71,ISP,PHF,2024.25,AA,267.2375000000001,AA,189.73862500000007
179.38,OMA,TPA,2024.25,WN,263.7493000000001,WN,47311.34943400002
2.14,ISP,PDX,2024.25,AA,278.7855,AA,596.6009700000001
1.92,AVL,ISP,2024.25,AA,275.56220000000013,AA,529.0794240000002
123.72,ONT,BNA,2024.25,WN,304.12170000000043,WN,37625.93672400005
494.48,ISP,PBI,2024.25,WN,208.95329999999976,WN,103323.22778399989
731.99,OMA,PHX,2024.25,WN,250.6655000000004,WN,183484.6393450003
134.47,AVL,LGA,2024.25,AA,239.7934000000002,AA,32245.018498000027
14.08,ISP,RIC,2024.25,AA,182.88379999999995,AA,2575.0039039999992
0.27,ISP,RNO,2024.25,AA,309.01449999999977,AA,83.43391499999994
42.01,OKC,SJC,2024.25,WN,315.16820000000047,WN,13240.216082000019
0.04,ISP,SFO,2024.25,AA,189.4496,AA,7.577984000000001
83.78,ONT,BWI,2024.25,WN,313.6260999999999,WN,26275.59465799999
70.24,OMA,AZA,2024.25,G4,149.03049999999982,G4,10467.902319999987
0.09,ISP,SEA,2024.25,AA,294.49629999999985,AA,26.504666999999987
40.23,AVL,MIA,2024.25,AA,324.6592000000003,AA,13061.039616000011
51.39,OMA,BWI,2024.25,WN,301.76900000000023,WN,15507.908910000013
8.85,ISP,SAV,2024.25,AA,221.28139999999985,AA,1958.3403899999985
8.13,ISP,SAT,2024.25,WN,288.7352999999997,WN,2347.4179889999978
262.98,OMA,DCA,2024.25,WN,241.8593999999995,WN,63604.18501199988
3.28,ISP,SAN,2024.25,WN,297.9035999999997,WN,977.1238079999989
33.7,OMA,IAD,2024.25,UA,287.2114000000001,UA,9679.024180000004
548.61,BOS,RIC,2024.25,B6,182.40390000000025,B6,100068.60357900013
2.87,ISP,ROC,2024.25,WN,230.54649999999984,WN,661.6684549999995
47.78,OMA,OAK,2024.25,WN,234.2879000000003,WN,11194.275862000015
1236.42,BOS,SAN,2024.25,B6,329.7408999999997,B6,407698.2435779997
45.69,ISP,ORF,2024.25,WN,163.60229999999993,WN,7474.989086999996
1143.8,BOS,RDU,2024.25,B6,223.79460000000017,B6,255976.2634800002
361.18,IND,MIA,2024.25,AA,277.9977999999999,AA,100407.24540399997
36.64,OMA,SJC,2024.25,WN,303.8043000000002,WN,11131.389552000006
1865.92,BOS,RSW,2024.25,B6,265.3474999999997,B6,495117.2071999994
952.63,ONT,SEA,2024.25,AS,182.7646999999999,AS,174107.1361609999
2049.62,BOS,TPA,2024.25,B6,211.0033,B6,432476.58374599996
38.77,ONT,SDF,2024.25,WN,375.72010000000023,WN,14566.66827700001
4.88,BOS,SWF,2024.25,AA,105.8936999999999,AA,516.7612559999994
1034.95,IAH,SFO,2024.25,UA,372.2993000000004,UA,385311.16053500044
1100.75,AUS,SFO,2024.25,UA,302.8696000000004,UA,333383.7122000004
937.81,IAH,SEA,2024.25,UA,322.0835999999995,UA,302053.2209159995
183.68,IAH,SDF,2024.25,UA,262.32160000000033,UA,48183.23148800006
99.52,ONT,RDU,2024.25,WN,300.45149999999995,WN,29900.933279999994
587.45,BOS,STL,2024.25,WN,275.18639999999965,WN,161658.2506799998
28.77,ONT,RIC,2024.25,AA,378.32919999999984,AA,10884.531083999995
119.96,IAH,SAT,2024.25,UA,230.38540000000037,UA,27637.032584000044
56.98,ONT,RNO,2024.25,WN,209.3671,WN,11929.737357999998
7.44,ISP,PIT,2024.25,WN,213.50929999999977,WN,1588.5091919999984
584.38,IAH,SAN,2024.25,UA,309.5309000000004,UA,180883.6673420002
117.41,ONT,SAT,2024.25,WN,282.3535999999999,WN,33151.136175999985
473.05,IAH,RDU,2024.25,UA,263.2718000000002,UA,124540.7249900001
345.51,IAH,PIT,2024.25,UA,319.68069999999966,UA,110452.87865699988
60.58,AUS,PVD,2024.25,WN,277.4491999999997,WN,16807.87253599998
32.86,IND,LGB,2024.25,WN,259.9789000000001,WN,8542.906654000004
473.76,AUS,TPA,2024.25,WN,232.04599999999988,WN,109934.11295999994
2638.85,BOS,SFO,2024.25,UA,346.8154999999999,UA,915194.0821749996
7.64,AVL,JFK,2024.25,AA,282.36469999999986,AA,2157.266307999999
51.55,ISP,RDU,2024.25,WN,200.7096999999999,WN,10346.585034999995
1.29,ISP,PWM,2024.25,AA,274.75839999999977,AA,354.4383359999997
72.47,OMA,PIE,2024.25,G4,114.25200000000002,G4,8279.842440000002
0.37,ISP,PSP,2024.25,AA,206.3804,AA,76.360748
194.03,OMA,SFO,2024.25,UA,264.1537000000003,UA,51253.74241100006
209.66,IAH,RIC,2024.25,UA,258.04300000000006,UA,54101.29538000001
162.68,IND,PIE,2024.25,G4,103.8689,G4,16897.392652
21.06,ONT,ICT,2024.25,WN,284.43890000000016,WN,5990.283234000003
0.0,ONT,ISP,2024.25,WN,352.59990000000005,WN,0.0
0.2,ONT,STS,2024.25,UA,275.3392000000001,UA,55.067840000000025
631.62,IAH,MSY,2024.25,UA,191.66730000000004,UA,121060.90002600003
165.49,HOU,SLC,2024.25,WN,262.6752999999997,WN,43470.135396999955
0.9,HPN,RNO,2024.25,UA,297.11429999999984,UA,267.4028699999999
14.57,HPN,SAT,2024.25,DL,276.80399999999975,DL,4033.034279999996
73.18,BUF,IAD,2024.25,UA,208.2258000000001,UA,15237.96404400001
1835.69,AUS,LAX,2024.25,AA,225.0076,AA,413044.201244
15.77,HPN,SAN,2024.25,DL,310.56989999999956,DL,4897.687322999993
494.78,ORD,MCI,2024.25,AA,221.3291999999999,AA,109509.26157599995
1.01,HPN,ROC,2024.25,AA,234.29620000000003,AA,236.63916200000003
3161.76,ORD,MCO,2024.25,UA,200.09450000000004,UA,632650.7863200002
221.16,ORD,MDT,2024.25,UA,225.49289999999985,UA,49870.009763999966
21.66,HPN,SAV,2024.25,DL,186.21679999999992,DL,4033.455887999998
336.71,AVL,FLL,2024.25,G4,109.75529999999988,G4,36955.70706299996
1.17,HPN,RIC,2024.25,AA,313.7348,AA,367.06971599999997
291.1,ORD,MEM,2024.25,AA,238.17639999999955,AA,69333.15003999988
25.44,HPN,RDU,2024.25,AA,214.3937000000001,AA,5454.175728000003
0.47,HPN,PWM,2024.25,AA,222.77680000000004,AA,104.70509600000001
1.87,HPN,PSP,2024.25,AA,436.50870000000026,AA,816.2712690000005
1542.99,AUS,JFK,2024.25,DL,267.4170999999998,DL,412621.91112899967
20.06,ORD,LGB,2024.25,AA,212.37510000000017,AA,4260.244506000004
4046.36,ORD,LGA,2024.25,AA,202.24819999999988,AA,818369.0265519995
723.88,IAH,MSP,2024.25,DL,263.57720000000035,DL,190798.26353600025
3.76,HPN,SMF,2024.25,DL,244.0091000000003,DL,917.4742160000011
236.93,ORD,IND,2024.25,AA,214.26949999999977,AA,50766.87263499995
271.89,HPN,TPA,2024.25,B6,196.00959999999992,B6,53293.05014399998
8.57,HPN,STL,2024.25,AA,291.97350000000034,AA,2502.212895000003
5.11,ORD,ISP,2024.25,AA,244.56799999999976,AA,1249.7424799999987
5.64,BUF,ISP,2024.25,WN,220.2217000000002,WN,1242.050388000001
350.87,BOS,SAV,2024.25,B6,235.75429999999963,B6,82719.11124099988
3.86,ONT,HPN,2024.25,AA,251.2021000000001,AA,969.6401060000003
109.91,ISP,BWI,2024.25,WN,199.90100000000007,WN,21971.11891000001
57.33,IND,SJC,2024.25,WN,323.47310000000033,WN,18544.71282300002
185.17,BOS,SDF,2024.25,AA,227.7032999999999,AA,42163.82006099998
161.92,AVL,EWR,2024.25,G4,173.44559999999976,G4,28084.31155199996
322.51,ONT,JFK,2024.25,B6,233.0926000000001,B6,75174.69442600003
338.24,IND,SFO,2024.25,UA,318.95199999999977,UA,107882.32447999992
124.2,ONT,LGA,2024.25,AA,224.9220999999997,AA,27935.32481999996
140.61,ONT,DCA,2024.25,AA,283.7685000000001,AA,39900.68878500001
1917.59,BOS,SEA,2024.25,AS,305.6532999999999,AS,586117.7115469998
228.54,ONT,MCO,2024.25,F9,256.8180000000001,F9,58693.18572000002
661.57,IND,PHX,2024.25,WN,282.65689999999984,WN,186997.3253329999
89.27,IND,ONT,2024.25,WN,313.7150999999999,WN,28005.34697699999
38.42,ONT,MEM,2024.25,AA,368.4415000000003,AA,14155.522430000012
57.15,IND,OAK,2024.25,WN,242.12350000000012,WN,13837.358025000007
15.14,ONT,MFR,2024.25,UA,277.1514000000001,UA,4196.072196000001
123.73,IND,SNA,2024.25,WN,340.5440000000003,WN,42135.50912000004
23.78,IND,SWF,2024.25,AA,105.8936999999999,AA,2518.1521859999975
42.86,ONT,IAD,2024.25,UA,311.14509999999984,UA,13335.678985999994
757.58,IND,TPA,2024.25,WN,197.34709999999984,WN,149506.2160179999
0.85,ISP,OMA,2024.25,AA,421.6846000000005,AA,358.4319100000004
1.26,ISP,OKC,2024.25,WN,351.12610000000024,WN,442.4188860000003
6.79,AVL,HPN,2024.25,AA,251.70570000000004,AA,1709.0817030000003
4.12,ISP,OAK,2024.25,WN,318.67769999999996,WN,1312.952124
55.24,ONT,EWR,2024.25,UA,334.4759000000004,UA,18476.448716000024
373.46,BOS,SAT,2024.25,AA,231.31349999999972,AA,86386.33970999988
44.17,ONT,FLL,2024.25,AA,356.8388999999999,AA,15761.574212999996
721.3,ISP,MCO,2024.25,WN,156.34120000000033,WN,112768.90756000023
1.76,ISP,ILM,2024.25,AA,267.7695999999996,AA,471.2744959999994
97.77,ONT,GEG,2024.25,WN,252.52760000000023,WN,24689.62345200002
18.26,ISP,DCA,2024.25,AA,272.06269999999995,AA,4967.864901999999
472.18,ORD,JAX,2024.25,UA,266.81179999999955,UA,125983.19572399979
206.07,ORD,RNO,2024.25,AA,302.21079999999967,AA,62276.57955599993
45.79,BUF,DAL,2024.25,WN,260.01979999999975,WN,11906.306641999989
122.97,HOU,RDU,2024.25,WN,257.5482000000001,WN,31670.702154000013
261.15,MDW,DFW,2024.25,DL,113.53700000000002,DL,29650.187550000002
309.5,MEM,DCA,2024.25,AA,264.4390999999997,AA,81843.90144999992
173.57,BNA,SJC,2024.25,WN,293.30690000000055,WN,50909.278633000096
538.82,MDW,MSP,2024.25,WN,173.46039999999985,WN,93463.93272799993
262.49,MDW,OAK,2024.25,WN,220.85859999999977,WN,57973.17391399994
514.15,MDW,SAN,2024.25,WN,229.57459999999975,WN,118035.78058999986
173.33,MDW,MYR,2024.25,DL,181.1759,DL,31403.218747000006
463.42,MDW,MSY,2024.25,WN,200.74300000000005,WN,93028.32106000003
248.2,MDW,SAT,2024.25,WN,225.74660000000023,WN,56030.30612000005
1424.96,BNA,LGA,2024.25,DL,184.26000000000033,DL,262563.12960000045
126.88,MDW,SAV,2024.25,DL,201.14049999999992,DL,25520.70663999999
487.14,MDW,MIA,2024.25,DL,183.61439999999976,DL,89445.91881599989
501.51,MDW,MCI,2024.25,WN,181.1449999999999,WN,90846.02894999995
1.87,MHT,CAK,2024.25,AA,328.3080000000001,AA,613.9359600000003
167.9,MDW,MEM,2024.25,WN,173.19000000000025,WN,29078.601000000042
103.86,MDW,SDF,2024.25,WN,163.8218,WN,17014.532148
7.73,MDW,MDT,2024.25,DL,204.05499999999984,DL,1577.3451499999987
143.56,BNA,OAK,2024.25,WN,282.2439000000004,WN,40518.93428400006
111.64,MDW,SEA,2024.25,WN,222.01529999999968,WN,24785.788091999966
1457.75,MDW,MCO,2024.25,WN,184.71069999999992,WN,269262.0229249999
561.39,MDW,RSW,2024.25,WN,231.20060000000024,WN,129793.70483400013
103.93,MDW,OKC,2024.25,WN,185.5511,WN,19284.325823
20.7,BNA,HPN,2024.25,DL,222.39649999999995,DL,4603.607549999999
244.78,MDW,OMA,2024.25,WN,178.16779999999994,WN,43611.91408399999
213.79,MDW,PIT,2024.25,WN,172.34769999999995,WN,36846.21478299999
493.13,MDW,PHL,2024.25,WN,166.8016999999999,WN,82254.92232099995
34.51,MDW,PHF,2024.25,DL,195.4625,DL,6745.410875
38.79,BNA,ISP,2024.25,WN,215.6724000000002,WN,8365.932396000007
915.27,BNA,EWR,2024.25,UA,186.03340000000023,UA,170270.7900180002
284.88,BNA,IAD,2024.25,UA,192.43160000000017,UA,54819.914208000046
216.25,MCI,MIA,2024.25,AA,286.2266999999997,AA,61896.52387499994
144.58,MCI,OAK,2024.25,WN,289.97869999999983,WN,41925.12044599998
199.23,MCI,JFK,2024.25,DL,175.84070000000028,DL,35032.742661000055
4.05,MCI,ISP,2024.25,WN,280.12969999999973,WN,1134.5252849999988
79.16,MHT,CLT,2024.25,AA,296.2313000000004,AA,23449.66970800003
68.93,BOI,LGB,2024.25,WN,188.51039999999995,WN,12994.021871999998
79.18,MCI,IAD,2024.25,UA,284.6541999999999,UA,22538.919555999993
16.38,MCI,SWF,2024.25,AA,105.8936999999999,AA,1734.5388059999982
15.44,MCI,HPN,2024.25,DL,255.80070000000012,DL,3949.562808000002
11.91,MHT,CVG,2024.25,WN,275.3421999999998,WN,3279.325601999998
355.1,MCI,FLL,2024.25,WN,271.8452000000001,WN,96532.23052000004
20.06,MHT,DAL,2024.25,WN,266.02169999999967,WN,5336.395301999993
190.67,MCI,EWR,2024.25,UA,239.93069999999983,UA,45747.58656899996
630.49,MCI,DCA,2024.25,WN,220.84909999999988,WN,139243.14905899993
127.34,BHM,MDW,2024.25,WN,199.18859999999984,WN,25364.67632399998
259.65,MHT,BWI,2024.25,WN,215.2727000000002,WN,55895.556555000054
32.13,BHM,ONT,2024.25,AA,340.0835000000001,AA,10926.882855000003
334.02,BOI,LAX,2024.25,UA,236.60970000000023,UA,79032.37199400007
120.12,MCI,LGB,2024.25,WN,219.02349999999987,WN,26309.102819999986
210.75,MEM,TPA,2024.25,WN,248.84890000000004,WN,52444.90567500001
108.56,MCI,SNA,2024.25,WN,299.6476000000002,WN,32529.743456000022
39.24,MHT,BNA,2024.25,WN,270.49540000000036,WN,10614.239496000015
76.93,MCI,SJC,2024.25,WN,293.1351000000002,WN,22550.88324300002
236.89,MCI,SFO,2024.25,UA,326.49949999999995,UA,77344.46655499999
7.3,MHT,BUF,2024.25,WN,254.7631000000001,WN,1859.7706300000007
52.33,MCI,PIE,2024.25,G4,103.68820000000004,G4,5426.003506000002
144.53,BHM,ORD,2024.25,UA,268.4153,UA,38794.063309
986.35,MCI,PHX,2024.25,WN,248.5124000000003,WN,245120.2057400003
1.09,MHT,BUR,2024.25,WN,669.9305999999998,WN,730.2243539999998
75.63,MCI,ONT,2024.25,WN,316.8256000000002,WN,23961.52012800001
667.65,MCI,LGA,2024.25,DL,196.8061,DL,131397.59266499997
10.32,MHT,CLE,2024.25,WN,265.45729999999986,WN,2739.5193359999985
40.87,MDW,PNS,2024.25,WN,206.68449999999993,WN,8447.195514999996
297.66,MDW,RDU,2024.25,WN,178.0471,WN,52997.49978600001
155.31,MDW,SLC,2024.25,WN,243.37889999999985,WN,37799.176958999975
582.9,MDW,LAX,2024.25,WN,222.66860000000017,WN,129793.5269400001
909.74,BNA,DCA,2024.25,WN,181.7212000000004,WN,165319.04448800036
1194.51,MDW,LAS,2024.25,WN,199.00869999999992,WN,237717.8822369999
122.29,MDW,SMF,2024.25,WN,282.44330000000014,WN,34539.99115700002
1.68,MDW,JFK,2024.25,DL,281.0433999999998,DL,472.1529119999996
978.4,BNA,PHX,2024.25,WN,265.03660000000013,WN,259311.80944000013
45.06,MDW,SNA,2024.25,WN,241.52540000000016,WN,10883.134524000008
164.28,MDW,JAX,2024.25,WN,207.9925000000001,WN,34169.00790000002
6.83,MDW,ISP,2024.25,WN,252.80180000000036,WN,1726.6362940000024
300.73,MDW,STL,2024.25,WN,188.5639,WN,56706.821647
25.25,MDW,IND,2024.25,WN,180.4798,WN,4557.11495
273.68,MDW,IAH,2024.25,DL,185.72420000000017,DL,50828.999056000044
1065.31,MDW,LGA,2024.25,WN,177.0262999999999,WN,188587.8876529999
52.03,BNA,PIE,2024.25,G4,83.1148000000001,G4,4324.4630440000055
209.22,BOI,OAK,2024.25,WN,169.6662999999999,WN,35497.58328599998
67.31,BOS,DAL,2024.25,WN,208.82129999999987,WN,14055.761702999991
37.44,LGB,GEG,2024.25,WN,223.76269999999988,WN,8377.675487999995
1.74,LGB,JFK,2024.25,B6,350.73510000000033,B6,610.2790740000006
127.17,BHM,HOU,2024.25,WN,207.75209999999993,WN,26419.83455699999
14.97,LGB,ICT,2024.25,WN,230.9169999999999,WN,3456.8274899999983
11.95,BOS,CAK,2024.25,AA,236.9527999999999,AA,2831.585959999999
97.96,MHT,RDU,2024.25,WN,152.82180000000017,WN,14970.423528000016
6.98,LGB,IAD,2024.25,WN,242.1044,WN,1689.8887120000002
8.38,MHT,RIC,2024.25,AA,280.7571999999999,AA,2352.7453359999995
23.3,LGB,FLL,2024.25,B6,197.97270000000012,B6,4612.763910000003
29.68,LGB,LGA,2024.25,WN,225.5816,WN,6695.261888
47.33,MHT,RSW,2024.25,WN,284.8111999999999,WN,13480.114095999994
141.29,MHT,DCA,2024.25,AA,260.5628000000001,AA,36814.91801200001
106.21,MDW,PDX,2024.25,WN,245.739,WN,26099.939189999997
521.66,BNA,BWI,2024.25,WN,223.63169999999977,WN,116659.71262199988
65.32,MDW,IAD,2024.25,WN,173.21179999999987,WN,11314.19477599999
24.81,MDW,PBI,2024.25,WN,252.94419999999965,WN,6275.545601999991
119.56,MDW,ORF,2024.25,WN,193.66170000000028,WN,23154.192852000033
78.26,MDW,RIC,2024.25,WN,197.3783000000002,WN,15446.825758000015
142.32,MDW,ONT,2024.25,WN,253.2116,WN,36037.074912
480.56,BNA,JFK,2024.25,DL,188.0918000000003,DL,90389.39540800014
68.26,MDW,RNO,2024.25,WN,249.70600000000013,WN,17044.93156000001
44.58,MDW,ROC,2024.25,WN,182.0937,WN,8117.737146
133.18,MDW,SFO,2024.25,WN,193.34939999999992,WN,25750.27309199999
154.73,MDW,SJC,2024.25,WN,272.44510000000037,WN,42155.43032300005
146.12,MEM,BWI,2024.25,WN,236.7374999999999,WN,34592.083499999986
45.93,MDW,TUS,2024.25,WN,285.1938000000002,WN,13098.951234000007
1.12,MDW,HPN,2024.25,DL,272.8291999999999,DL,305.5687039999999
825.45,MDW,HOU,2024.25,WN,181.1046000000001,WN,149492.79207000008
18.24,MDW,SWF,2024.25,DL,139.19350000000003,DL,2538.8894400000004
942.26,MDW,TPA,2024.25,WN,182.5906999999999,WN,172047.91298199992
13.46,MDW,GSO,2024.25,DL,210.01390000000004,DL,2826.7870940000007
398.45,BNA,SFO,2024.25,UA,346.5933000000005,UA,138100.1003850002
