Predicted Passengers,Source Airport,Destination Airport,Quarter Year,Largest Carrier,Predicted Fare,carrier_lg,Revenue
80.3,BOS,HOU,2026.0,WN,242.74160000000032,WN,19492.150480000026
79.32,SNA,BWI,2026.0,WN,357.9302000000004,WN,28391.02346400003
937.81,IAH,SEA,2026.0,UA,322.0835999999995,UA,302053.2209159995
0.45,SNA,ISP,2026.0,WN,478.8334,WN,215.47503
1196.62,SNA,OAK,2026.0,WN,180.97689999999983,WN,216560.5780779998
1506.35,MIA,DCA,2026.0,AA,243.7036000000003,AA,367102.91786000045
77.7,SNA,MIA,2026.0,AA,372.9638999999995,AA,28979.295029999965
52.03,BNA,PIE,2026.0,G4,83.1148000000001,G4,4324.4630440000055
216.03,BHM,DAL,2026.0,WN,211.60449999999992,WN,45712.920134999986
190.67,MCI,EWR,2026.0,UA,239.93069999999983,UA,45747.58656899996
825.45,MDW,HOU,2026.0,WN,181.1046000000001,WN,149492.79207000008
45.69,ISP,ORF,2026.0,WN,163.60229999999993,WN,7474.989086999996
6.37,CMH,HPN,2026.0,AA,234.28479999999993,AA,1492.3941759999996
785.08,MIA,BNA,2026.0,AA,200.8001,AA,157644.142508
3247.11,BOS,LAX,2026.0,B6,380.4287000000002,B6,1235293.8360570008
71.77,ABQ,SNA,2026.0,WN,241.0613999999996,WN,17300.97667799997
164.11,CMH,HOU,2026.0,WN,241.4555,WN,39625.262105
240.13,SNA,MSP,2026.0,DL,386.3376000000004,DL,92771.2478880001
2352.1,LAS,SFO,2026.0,AS,175.3096999999998,AS,412345.9453699995
256.57,IND,JFK,2026.0,DL,211.09280000000007,DL,54160.079696000015
657.74,CMH,FLL,2026.0,WN,188.54499999999993,WN,124013.58829999996
96.74,CHS,HPN,2026.0,AA,150.64570000000026,AA,14573.465018000024
97.4,SNA,MSY,2026.0,AA,339.2513999999995,AA,33043.08635999995
232.94,HOU,MIA,2026.0,WN,197.3077999999997,WN,45960.87893199993
72.73,SNA,MKE,2026.0,WN,340.5564999999998,WN,24768.674244999987
204.02,SNA,BNA,2026.0,WN,296.19850000000037,WN,60430.417970000075
47.47,CMH,ONT,2026.0,WN,339.7503000000002,WN,16127.946741000009
367.35,HOU,MAF,2026.0,WN,200.69219999999993,WN,73724.27966999997
0.37,ISP,PSP,2026.0,AA,206.3804,AA,76.360748
2648.33,MIA,EWR,2026.0,UA,218.14170000000027,UA,577711.2083610008
8.43,SNA,HPN,2026.0,AA,365.2058999999999,AA,3078.685736999999
65.32,MDW,IAD,2026.0,WN,173.21179999999987,WN,11314.19477599999
23.88,CMH,LGB,2026.0,WN,259.2994999999999,WN,6192.072059999998
48.3,SNA,IAD,2026.0,UA,420.5637999999996,UA,20313.23153999998
19.18,BUF,SWF,2026.0,AA,105.8936999999999,AA,2031.041165999998
243.37,ACY,FLL,2026.0,NK,113.58400000000005,NK,27642.93808000001
630.49,MCI,DCA,2026.0,WN,220.84909999999988,WN,139243.14905899993
131.93,SNA,DCA,2026.0,AA,397.6276000000006,AA,52459.00926800008
295.06,CHS,DFW,2026.0,AA,287.20729999999975,AA,84743.38593799992
398.28,SLC,TPA,2026.0,DL,344.1620000000005,DL,137072.8413600002
6.83,MDW,ISP,2026.0,WN,252.80180000000036,WN,1726.6362940000024
112.74,SMF,BWI,2026.0,WN,350.11749999999955,WN,39472.24694999995
601.42,LAX,RDU,2026.0,DL,373.58919999999966,DL,224684.0166639998
374.37,CMH,RSW,2026.0,WN,222.8828000000001,WN,83440.63383600004
190.12,SMF,DCA,2026.0,AA,313.9609999999997,AA,59690.26531999994
978.4,BNA,PHX,2026.0,WN,265.03660000000013,WN,259311.80944000013
50.46,HOU,LIT,2026.0,WN,196.5397,WN,9917.393262000001
529.11,CMH,PHX,2026.0,WN,305.5961999999997,WN,161694.00538199986
159.75,SMF,IAD,2026.0,UA,336.4097999999999,UA,53741.465549999986
66.92,MIA,HPN,2026.0,AA,251.0206999999998,AA,16798.30524399999
600.45,BUF,TPA,2026.0,WN,196.6680000000001,WN,118089.30060000006
192.58,SMF,TPA,2026.0,WN,329.4583999999996,WN,63447.09867199993
241.32,LAS,ORF,2026.0,AA,283.90820000000014,AA,68512.72682400003
155.9,SNA,GEG,2026.0,WN,242.73070000000004,WN,37841.71613000001
11.28,JFK,OAK,2026.0,DL,327.6581999999998,DL,3695.9844959999973
630.38,ORD,PBI,2026.0,AA,312.95249999999953,AA,197278.9969499997
1507.75,DFW,SFO,2026.0,AA,270.22899999999976,AA,407437.77474999963
29.1,PVD,SLC,2026.0,AA,363.8268000000001,AA,10587.359880000004
197.33,BDL,BWI,2026.0,WN,205.15810000000016,WN,40483.847873000035
12.81,BUR,FLL,2026.0,WN,313.2401000000002,WN,4012.6056810000027
294.37,ATL,HPN,2026.0,DL,244.77729999999977,DL,72055.09380099994
65.71,MIA,SJC,2026.0,AA,286.4799000000004,AA,18824.594229000024
86.38,CAK,LAS,2026.0,UA,176.62770000000026,UA,15257.100726000022
213.79,MDW,PIT,2026.0,WN,172.34769999999995,WN,36846.21478299999
226.67,PVD,RSW,2026.0,B6,191.70470000000012,B6,43453.70434900002
213.0,DAL,SMF,2026.0,WN,276.80310000000026,WN,58959.060300000056
278.03,IAH,MCI,2026.0,UA,259.1909000000002,UA,72062.84592700006
1164.59,JFK,SLC,2026.0,DL,391.9714999999998,DL,456486.08918499976
89.64,DAL,SAV,2026.0,WN,235.31199999999956,WN,21093.36767999996
496.21,LGB,SLC,2026.0,DL,182.5166000000001,DL,90566.56208600005
87.08,PVD,SAN,2026.0,AA,343.5699999999997,AA,29918.075599999975
14.9,GSP,IAD,2026.0,UA,321.7320000000004,UA,4793.806800000007
11.95,BOS,CAK,2026.0,AA,236.9527999999999,AA,2831.585959999999
51.2,LGA,OAK,2026.0,WN,250.6783999999999,WN,12834.734079999995
4.12,ISP,OAK,2026.0,WN,318.67769999999996,WN,1312.952124
254.18,ORD,OMA,2026.0,UA,212.27480000000017,UA,53956.008664000045
301.06,DAL,SJC,2026.0,WN,240.39700000000025,WN,72373.92082000007
51.12,PVD,SAV,2026.0,AA,209.90899999999988,AA,10730.548079999993
1832.58,BOS,DEN,2026.0,UA,255.35530000000008,UA,467959.01567400014
141.61,DAL,SFO,2026.0,AS,210.25389999999967,AS,29774.05477899996
226.89,HRL,HOU,2026.0,WN,133.9064999999999,WN,30382.045784999977
247.47,DAL,SLC,2026.0,WN,235.54149999999987,WN,58289.45500499997
16.43,BUF,LGB,2026.0,WN,240.26639999999995,WN,3947.576951999999
1573.75,IAH,MCO,2026.0,UA,189.8272,UA,298740.556
3.89,LGB,HPN,2026.0,AA,276.2239999999998,AA,1074.5113599999993
2113.59,DEN,LGA,2026.0,UA,244.13220000000015,UA,515995.37659800035
2226.64,MCO,BWI,2026.0,WN,177.01789999999994,WN,394155.1368559998
222.56,ORD,PNS,2026.0,AA,258.4268999999998,AA,57515.49086399996
0.07,BUR,HPN,2026.0,AA,303.1491999999998,AA,21.220443999999986
235.03,MSP,JFK,2026.0,DL,290.0290999999998,DL,68165.53937299995
3326.13,DEN,PHX,2026.0,WN,176.59399999999968,WN,587374.6012199989
44.87,PVD,IAH,2026.0,AA,324.5538000000005,AA,14562.729006000021
115.35,FSD,PIE,2026.0,G4,103.33980000000004,G4,11920.245930000005
20.86,BUR,TUL,2026.0,WN,289.12289999999985,WN,6031.103693999997
42.73,PVD,IAD,2026.0,UA,277.94780000000037,UA,11876.709494000015
341.95,DEN,LGB,2026.0,WN,157.54959999999994,WN,53874.08571999998
514.15,MDW,SAN,2026.0,WN,229.57459999999975,WN,118035.78058999986
8.32,PVD,OAK,2026.0,WN,287.7831999999999,WN,2394.356223999999
786.32,MSP,LGA,2026.0,DL,308.5709000000002,DL,242635.47008800018
1266.73,MDW,PHX,2026.0,WN,201.75590000000005,WN,255570.25120700008
35.43,PVD,SEA,2026.0,AA,349.0946999999999,AA,12368.425220999996
343.84,DAL,SEA,2026.0,AS,243.70769999999968,AS,83796.45556799989
21.0,MEM,JFK,2026.0,AA,253.92059999999995,AA,5332.332599999999
80.75,DTW,HOU,2026.0,WN,222.04520000000005,WN,17930.149900000004
48.95,PVD,SFO,2026.0,UA,441.3624000000004,UA,21604.68948000002
201.66,FLL,TLH,2026.0,DL,153.83869999999976,DL,31023.112241999952
38.29,DAL,SDF,2026.0,WN,208.4830999999998,WN,7982.817898999992
11.15,PVD,SJC,2026.0,AA,398.76109999999943,AA,4446.186264999994
347.67,JFK,SMF,2026.0,B6,242.42650000000015,B6,84284.42125500005
184.12,ORD,OKC,2026.0,UA,266.2488999999998,UA,49021.747467999965
47.6,ORD,OAK,2026.0,AS,235.24319999999983,AS,11197.576319999993
279.36,JFK,ROC,2026.0,DL,173.93130000000002,DL,48589.44796800001
2356.62,BOS,ORD,2026.0,UA,200.98199999999983,UA,473638.2008399996
493.13,MDW,PHL,2026.0,WN,166.8016999999999,WN,82254.92232099995
575.93,DAL,SAN,2026.0,WN,228.5537000000001,WN,131630.93244100004
724.51,ORD,MSY,2026.0,UA,233.14420000000013,UA,168915.30434200008
9.86,CAK,LAX,2026.0,UA,329.8766999999997,UA,3252.5842619999967
20.9,PVD,SNA,2026.0,AA,412.3396000000001,AA,8617.897640000001
43.42,BUR,STL,2026.0,WN,302.58820000000026,WN,13138.379644000011
981.97,DTW,IAH,2026.0,DL,257.93119999999965,DL,253280.70046399967
82.22,PVD,SRQ,2026.0,WN,248.37169999999975,WN,20421.121173999978
718.57,ATL,IAD,2026.0,DL,216.1250000000001,DL,155300.9412500001
0.75,CAK,JFK,2026.0,AA,287.48009999999965,AA,215.61007499999974
1229.65,DEN,EWR,2026.0,UA,296.3382000000002,UA,364392.26763000025
28.89,ATL,ISP,2026.0,WN,202.15550000000013,WN,5840.272395000004
57.15,IND,OAK,2026.0,WN,242.12350000000012,WN,13837.358025000007
555.25,DEN,BUR,2026.0,WN,210.22500000000025,WN,116727.43125000014
2794.06,BOS,DCA,2026.0,AA,168.53380000000007,AA,470893.54922800016
584.41,ORD,PDX,2026.0,AS,290.8846999999994,AS,169995.92752699964
37.44,LGB,GEG,2026.0,WN,223.76269999999988,WN,8377.675487999995
847.82,DCA,PBI,2026.0,AA,210.17000000000016,AA,178186.32940000013
0.0,CAK,HOU,2026.0,AA,542.6682999999999,AA,0.0
33.37,MHT,JAX,2026.0,WN,268.1648999999998,WN,8948.662712999992
10.14,PVD,ONT,2026.0,AA,338.2341999999998,AA,3429.6947879999984
297.66,MDW,RDU,2026.0,WN,178.0471,WN,52997.49978600001
374.36,FLL,TPA,2026.0,WN,139.16680000000005,WN,52098.48324800002
128.82,PVD,ORD,2026.0,AA,298.13789999999995,AA,38406.12427799999
408.02,MIA,STL,2026.0,AA,257.1193999999999,AA,104909.85758799997
1439.08,DEN,TPA,2026.0,WN,232.1525999999998,WN,334086.1636079997
0.27,MHT,ISP,2026.0,AA,262.53449999999987,AA,70.88431499999997
132.48,LIT,LAX,2026.0,AA,245.64249999999993,AA,32542.718399999987
3693.67,LGA,MCO,2026.0,DL,171.5789999999999,DL,633756.2049299997
1264.86,ORD,MSP,2026.0,DL,200.2921000000001,DL,253341.4656060001
219.87,JFK,SRQ,2026.0,B6,195.58440000000007,B6,43003.14202800002
2.7,DTW,ISP,2026.0,AA,254.1954,AA,686.32758
39.68,PVD,STL,2026.0,AA,302.00629999999995,AA,11983.609983999999
207.65,FLL,SYR,2026.0,G4,188.3771999999999,G4,39116.52557999998
57.94,DAL,RNO,2026.0,WN,264.71709999999973,WN,15337.708773999984
272.5,IAH,MEM,2026.0,UA,227.0242000000002,UA,61864.09450000006
426.35,MEM,LGA,2026.0,DL,247.99689999999975,DL,105733.4783149999
2605.99,ATL,FLL,2026.0,DL,157.10490000000016,DL,409413.79835100035
370.96,PVD,TPA,2026.0,WN,207.61489999999972,WN,77016.82330399989
1999.08,ORD,MIA,2026.0,AA,247.4696999999996,AA,494711.7278759992
28.74,DAL,RIC,2026.0,WN,264.30270000000013,WN,7596.0595980000035
3.28,ISP,SAN,2026.0,WN,297.9035999999997,WN,977.1238079999989
260.36,LGA,IAD,2026.0,UA,194.1749,UA,50555.376964
198.59,DAL,RDU,2026.0,WN,224.64910000000012,WN,44613.064769000026
428.62,MIA,SEA,2026.0,AA,334.7985000000002,AA,143501.33307000008
910.7,MIA,SFO,2026.0,AA,355.32370000000026,AA,323593.29359000025
57.97,DAL,RSW,2026.0,WN,256.73069999999984,WN,14882.678678999991
6.98,LGB,IAD,2026.0,WN,242.1044,WN,1689.8887120000002
237.37,BHM,TPA,2026.0,WN,210.2626,WN,49910.033362
10.22,AUS,ISP,2026.0,WN,276.0275999999998,WN,2821.002071999998
552.52,DAL,SAT,2026.0,WN,193.77739999999997,WN,107065.88904799998
298.26,DTW,IAD,2026.0,DL,192.42500000000015,DL,57392.680500000046
974.6,ATL,HOU,2026.0,WN,206.8340000000001,WN,201580.4164000001
2914.31,MSP,PHX,2026.0,DL,231.12639999999993,DL,673573.9787839998
284.88,BNA,IAD,2026.0,UA,192.43160000000017,UA,54819.914208000046
1917.59,BOS,SEA,2026.0,AS,305.6532999999999,AS,586117.7115469998
25.11,BIL,AZA,2026.0,G4,209.8217999999999,G4,5268.625397999997
356.94,ORD,RIC,2026.0,UA,235.66379999999975,UA,84117.83677199991
8.44,LGB,TUS,2026.0,AA,212.87929999999983,AA,1796.7012919999984
34.05,BUR,TPA,2026.0,WN,296.80269999999996,WN,10106.131934999998
62.44,PVD,MIA,2026.0,AA,254.78179999999992,AA,15908.575591999994
952.88,DEN,FLL,2026.0,UA,258.18490000000037,UA,246019.22751200036
111.13,MIA,SYR,2026.0,AA,251.71260000000015,AA,27972.821238000015
29.37,MEM,IAD,2026.0,DL,260.8153999999997,DL,7660.148297999992
10.14,BUR,MEM,2026.0,AA,384.04140000000024,AA,3894.1797960000026
2627.69,ATL,LAX,2026.0,DL,329.7775000000003,DL,866553.0389750008
24.95,AUS,HPN,2026.0,AA,248.64940000000016,AA,6203.802530000004
22.41,MHT,MIA,2026.0,WN,272.58080000000035,WN,6108.535728000008
1.1,DEN,SWF,2026.0,AA,116.25130000000011,AA,127.87643000000014
169.23,DSM,TPA,2026.0,AA,218.65009999999995,AA,37002.15642299999
107.68,PVD,MDW,2026.0,WN,196.73769999999996,WN,21184.715535999996
873.56,DEN,HOU,2026.0,WN,182.0515000000001,WN,159032.90834000008
126.63,GSP,BWI,2026.0,WN,195.59110000000027,WN,24767.70099300003
165.88,PVD,CLT,2026.0,AA,268.3337000000002,AA,44511.194156000034
22.02,JAX,SWF,2026.0,AA,105.8936999999999,AA,2331.7792739999977
63.69,LGA,PDX,2026.0,AA,316.29129999999964,AA,20144.592896999977
1982.6,IAH,LGA,2026.0,UA,256.60619999999994,UA,508747.45211999986
1106.36,PVD,MCO,2026.0,WN,187.89670000000007,WN,207881.39301200004
284.1,HSV,DCA,2026.0,AA,300.4994999999997,AA,85371.90794999994
25.2,BUR,TUS,2026.0,WN,226.5400999999998,WN,5708.8105199999945
18.95,DEN,HPN,2026.0,AA,260.56779999999964,AA,4937.759809999993
415.03,JFK,SAV,2026.0,DL,181.0781000000004,DL,75152.84384300017
224.3,FNT,PIE,2026.0,G4,128.91039999999987,G4,28914.602719999973
78.26,MDW,RIC,2026.0,WN,197.3783000000002,WN,15446.825758000015
156.39,JFK,RNO,2026.0,DL,295.61869999999954,DL,46231.808492999924
1421.78,ORD,PHL,2026.0,AA,237.2861999999998,AA,337368.7734359997
210.66,MDW,CLE,2026.0,WN,179.45940000000002,WN,37804.917204000005
1659.3,DEN,IAH,2026.0,UA,232.38030000000015,UA,385588.63179000025
1231.68,DEN,SNA,2026.0,WN,202.5079,WN,249424.93027200003
8.77,LIT,BUR,2026.0,WN,338.2694000000002,WN,2966.6226380000016
915.27,BNA,EWR,2026.0,UA,186.03340000000023,UA,170270.7900180002
2822.32,ORD,PHX,2026.0,AA,264.0964999999999,AA,745364.8338799997
76.08,LGA,PSP,2026.0,AA,373.91450000000026,AA,28447.41516000002
142.72,IAH,LBB,2026.0,UA,225.07250000000033,UA,32122.347200000047
323.13,DSM,PHX,2026.0,AA,268.06559999999996,AA,86620.03732799999
11.95,DEN,ISP,2026.0,WN,280.8154000000001,WN,3355.744030000001
83.24,PVD,LAS,2026.0,AA,341.98539999999963,AA,28466.864695999968
236.89,MCI,SFO,2026.0,UA,326.49949999999995,UA,77344.46655499999
1408.1,ORD,RSW,2026.0,UA,250.27399999999972,UA,352410.8193999996
50.38,PVD,DAL,2026.0,WN,247.62199999999967,WN,12475.196359999984
112.62,GSO,FLL,2026.0,AA,207.04840000000004,AA,23317.790808000005
120.17,PVD,LAX,2026.0,AA,317.9548999999997,AA,38208.64033299997
725.77,DEN,SJC,2026.0,WN,227.8525000000002,WN,165368.50892500015
107.23,GSO,MIA,2026.0,AA,225.36189999999976,AA,24165.556536999975
3.23,LGA,PHF,2026.0,AA,249.5932,AA,806.186036
145.31,DSM,PIE,2026.0,G4,103.43920000000006,G4,15030.750152000008
38.3,HSV,BWI,2026.0,DL,304.13110000000006,DL,11648.221130000002
2160.04,ATL,MIA,2026.0,DL,184.64459999999983,DL,398839.72178399964
89.73,PVD,CVG,2026.0,AA,158.88379999999992,AA,14256.643373999994
3929.65,ATL,LGA,2026.0,DL,190.02420000000012,DL,746728.5975300005
4.63,PVD,LGB,2026.0,AA,237.43090000000024,AA,1099.3050670000011
0.95,CAK,EWR,2026.0,UA,319.52029999999945,UA,303.5442849999995
23.3,LGB,FLL,2026.0,WN,197.97270000000012,WN,4612.763910000003
1254.01,DEN,IAD,2026.0,UA,278.0969000000005,UA,348736.29356900067
410.54,MIA,TPA,2026.0,AA,231.18939999999972,AA,94912.49627599989
80.78,PVD,DTW,2026.0,WN,288.0980999999995,WN,23272.56451799996
255.07,DEN,ORF,2026.0,UA,261.4772999999999,UA,66695.01491099998
332.54,MKE,DCA,2026.0,WN,191.7037999999998,WN,63749.18165199994
8.84,MEM,HPN,2026.0,AA,269.0847999999997,AA,2378.7096319999973
163.44,FWA,TPA,2026.0,AA,210.72229999999996,AA,34440.45271199999
26.59,BDL,ONT,2026.0,DL,368.4073999999995,DL,9795.952765999986
63.27,MHT,MDW,2026.0,WN,236.11989999999977,WN,14939.306072999987
125.54,PVD,DEN,2026.0,WN,294.8261999999996,WN,37012.48114799995
1688.46,IAH,LAS,2026.0,UA,234.71440000000027,UA,396305.87582400045
462.59,ORD,PIT,2026.0,UA,218.1162999999997,UA,100898.41921699986
665.94,DEN,JFK,2026.0,DL,240.7834999999997,DL,160347.3639899998
29.8,PVD,EWR,2026.0,UA,237.7872999999997,UA,7086.0615399999915
250.38,JFK,DCA,2026.0,DL,192.35420000000025,DL,48161.644596000064
368.29,JFK,SAT,2026.0,DL,213.07309999999973,DL,78472.6919989999
150.53,FNT,TPA,2026.0,AA,235.33190000000005,AA,35424.51090700001
784.98,ORD,RDU,2026.0,UA,223.77319999999972,UA,175657.48653599978
18.26,CAK,DCA,2026.0,AA,214.2498999999999,AA,3912.203173999999
1143.8,BOS,RDU,2026.0,DL,223.79460000000017,DL,255976.2634800002
440.54,PVD,DCA,2026.0,AA,195.1321,AA,85963.495334
9.66,CAK,DFW,2026.0,AA,336.41600000000005,AA,3249.7785600000007
2242.69,DEN,LAX,2026.0,UA,198.85380000000004,UA,445967.4287220001
561.39,MDW,RSW,2026.0,WN,231.20060000000024,WN,129793.70483400013
35.23,PVD,IND,2026.0,AA,280.93769999999995,AA,9897.435170999997
233.82,LGA,PHX,2026.0,AA,288.8465999999995,AA,67538.11201199988
1908.89,DEN,SFO,2026.0,UA,279.48279999999966,UA,533501.9220919993
678.52,DEN,ONT,2026.0,WN,164.41290000000023,WN,111557.44090800015
0.22,LGB,EWR,2026.0,AA,842.5135999999999,AA,185.35299199999997
578.02,LGA,PIT,2026.0,DL,209.31750000000008,DL,120989.70135000005
49.71,ATL,LGB,2026.0,WN,242.13929999999985,WN,12036.744602999992
111.69,PVD,JAX,2026.0,WN,210.0381000000001,WN,23459.15538900001
3.61,DEN,PHF,2026.0,AA,308.85330000000044,AA,1114.9604130000016
65.03,PVD,DFW,2026.0,AA,331.0307999999998,AA,21526.932923999986
8.85,ISP,SAV,2026.0,WN,221.28139999999985,WN,1958.3403899999985
421.85,PVD,FLL,2026.0,WN,201.1762,WN,84866.17997
33.16,ATL,MHT,2026.0,WN,256.4205999999996,WN,8502.907095999984
2196.5,IAH,LAX,2026.0,UA,228.3027,UA,501466.88054999994
332.51,HOU,TPA,2026.0,WN,196.49320000000012,WN,65335.95393200003
195.99,MKE,BWI,2026.0,WN,204.00649999999993,WN,39983.23393499999
989.91,BOS,MSP,2026.0,DL,245.1974000000004,DL,242723.3582340004
248.2,MDW,SAT,2026.0,WN,225.74660000000023,WN,56030.30612000005
1158.24,DEN,MIA,2026.0,AA,237.57229999999993,AA,275165.7407519999
67.31,BOS,DAL,2026.0,WN,208.82129999999987,WN,14055.761702999991
1117.51,ATL,MDW,2026.0,WN,169.3262999999998,WN,189223.8335129998
631.94,AUS,FLL,2026.0,NK,180.30289999999977,NK,113940.61462599986
49.25,PVD,HOU,2026.0,WN,253.79940000000005,WN,12499.620450000002
182.74,FSD,TPA,2026.0,AA,210.72229999999996,AA,38507.393101999995
6.1,CAK,DEN,2026.0,AA,328.3515999999997,AA,2002.9447599999978
439.5,DEN,OAK,2026.0,WN,227.3266,WN,99910.04070000001
86.05,DSM,MIA,2026.0,AA,212.3637,AA,18273.896385
400.51,ORD,PSP,2026.0,AA,358.9533999999998,AA,143764.42623399993
120.19,FWA,PIE,2026.0,G4,103.52240000000002,G4,12442.357256000001
1541.71,JFK,SAN,2026.0,DL,307.76309999999984,DL,474481.44890099973
25.16,PVD,EYW,2026.0,AA,299.6936999999997,AA,7540.2934919999925
201.33,MIA,TLH,2026.0,AA,223.6583999999999,AA,45029.14567199998
3565.02,JFK,SFO,2026.0,DL,401.5489999999996,DL,1431530.2159799985
2.18,CAK,IAD,2026.0,UA,278.09269999999987,UA,606.2420859999997
23.9,MIA,SWF,2026.0,AA,107.03169999999992,AA,2558.057629999998
373.36,AUS,DAL,2026.0,WN,190.6660999999999,WN,71187.09509599996
32.21,ATL,SWF,2026.0,AA,84.52459999999992,AA,2722.5373659999977
31.31,BZN,MDW,2026.0,DL,199.0897,DL,6233.498506999999
317.95,DFW,ORF,2026.0,AA,279.9655000000002,AA,89015.03072500006
231.69,PDX,IAD,2026.0,UA,365.9641999999996,UA,84790.2454979999
115.35,ATW,PIE,2026.0,G4,103.33980000000004,G4,11920.245930000005
556.59,IAH,BWI,2026.0,UA,196.0854000000001,UA,109139.17278600007
4.34,MSO,AZA,2026.0,G4,209.8217999999999,G4,910.6266119999996
518.62,BOS,CLE,2026.0,DL,191.06110000000015,DL,99088.10768200007
313.04,DFW,RIC,2026.0,AA,326.23429999999973,AA,102124.38527199993
877.54,LGA,STL,2026.0,WN,229.52400000000011,WN,201416.49096000008
1988.75,DFW,MCO,2026.0,AA,218.73669999999996,AA,435012.6121249999
658.63,PDX,OAK,2026.0,WN,174.8902000000002,WN,115187.93242600013
77.65,ATW,PHX,2026.0,DL,358.1801999999997,DL,27812.692529999975
760.56,DFW,RDU,2026.0,AA,275.89160000000015,AA,209832.1152960001
276.16,ORF,TPA,2026.0,AA,168.76430000000022,AA,46605.94908800007
985.13,PDX,SFO,2026.0,AS,210.6009999999999,AS,207469.36312999993
383.12,DFW,SDF,2026.0,AA,253.30179999999984,AA,97044.98561599995
209.86,DFW,PSP,2026.0,AA,361.2286000000001,AA,75807.43399600002
172.04,ATW,AZA,2026.0,G4,208.33019999999993,G4,35841.12760799999
903.54,PDX,SJC,2026.0,AS,189.60890000000015,AS,171319.22550600013
240.22,GRR,FLL,2026.0,G4,219.11409999999975,G4,52635.58910199994
212.38,MSO,PHX,2026.0,AS,273.052,AS,57990.783760000006
203.24,BZN,LAX,2026.0,AS,247.6906000000002,AS,50340.63754400004
27.93,BOS,OAK,2026.0,WN,288.5389,WN,8058.891477
899.86,PHX,OAK,2026.0,WN,167.20929999999993,WN,150464.96069799995
148.53,BZN,PHX,2026.0,DL,267.9463000000003,DL,39798.06393900004
1818.46,ORD,TPA,2026.0,UA,211.23869999999997,UA,384129.12640199997
73.78,IAD,PBI,2026.0,UA,243.0982,UA,17935.785196
282.58,PHX,RAP,2026.0,UA,297.06839999999994,UA,83945.58847199997
414.7,MKE,TPA,2026.0,WN,241.32889999999975,WN,100079.0948299999
0.0,JFK,PHF,2026.0,AA,266.0907000000001,AA,0.0
45.06,MDW,SNA,2026.0,WN,241.52540000000016,WN,10883.134524000008
123.76,DFW,MAF,2026.0,AA,255.8297,AA,31661.483672000002
484.18,PHX,RDU,2026.0,WN,327.3499999999996,WN,158496.32299999983
1245.81,ATL,SFO,2026.0,DL,355.1165999999999,DL,442407.81144599983
162.25,DFW,LIT,2026.0,AA,249.6925999999999,AA,40512.624349999984
521.66,BNA,BWI,2026.0,WN,223.63169999999977,WN,116659.71262199988
76.93,MCI,SJC,2026.0,WN,293.1351000000002,WN,22550.88324300002
478.85,DFW,STL,2026.0,AA,255.35329999999988,AA,122275.92770499995
1814.23,PHX,PDX,2026.0,AS,226.80589999999964,AS,411478.06795699935
1242.98,DFW,MIA,2026.0,AA,264.34740000000005,AA,328578.5312520001
493.77,JFK,PDX,2026.0,DL,319.8703,DL,157942.35803099998
208.4,DFW,MFE,2026.0,AA,255.0921,AA,53161.19364
158.86,BZN,ORD,2026.0,UA,237.60159999999996,UA,37745.390176
160.46,PHX,ICT,2026.0,WN,282.74789999999996,WN,45369.72803399999
889.35,IAH,FLL,2026.0,UA,201.6528999999999,UA,179340.0066149999
337.22,BUF,LGA,2026.0,UA,165.81089999999986,UA,55914.75169799996
279.91,ATL,SJC,2026.0,WN,372.72970000000015,WN,104330.77032700005
113.15,LGA,SJC,2026.0,WN,229.40949999999975,WN,25957.684924999972
309.5,MEM,DCA,2026.0,AA,264.4390999999997,AA,81843.90144999992
41.25,BUR,MCO,2026.0,WN,314.9173999999999,WN,12990.342749999994
448.37,DFW,MEM,2026.0,AA,233.1020999999998,AA,104515.98857699991
45.93,MDW,TUS,2026.0,WN,285.1938000000002,WN,13098.951234000007
141.03,LGA,SFO,2026.0,AA,356.57679999999993,AA,50288.02610399999
211.28,DFW,RNO,2026.0,AA,329.19530000000026,AA,69552.38298400005
68.54,BZN,JFK,2026.0,B6,309.91109999999975,B6,21241.306793999986
624.96,DFW,PDX,2026.0,AA,306.0699000000001,AA,191281.44470400005
8.05,PHF,TPA,2026.0,AA,306.6880999999997,AA,2468.8392049999975
142.02,LGA,SMF,2026.0,UA,316.75519999999983,UA,44985.57350399998
314.77,DFW,PBI,2026.0,AA,368.3509,AA,115945.812793
67.8,PHL,OAK,2026.0,WN,226.3011000000001,WN,15343.214580000007
667.65,MCI,LGA,2026.0,DL,196.8061,DL,131397.59266499997
943.77,PHL,PHX,2026.0,AA,365.8479000000002,AA,345276.2725830002
13.28,ORF,PIE,2026.0,G4,72.33910000000002,G4,960.6632480000002
3.66,ISP,SLC,2026.0,AA,332.1477000000005,AA,1215.6605820000018
276.86,MSN,PHX,2026.0,AA,271.1899000000003,AA,75081.63571400009
146.12,MEM,BWI,2026.0,WN,236.7374999999999,WN,34592.083499999986
159.6,JFK,ORF,2026.0,AA,179.53990000000005,AA,28654.568040000006
222.19,DFW,PNS,2026.0,AA,252.4294,AA,56087.28838599999
241.34,PDX,TPA,2026.0,AS,278.64319999999947,AS,67247.74988799987
491.42,DFW,PIT,2026.0,AA,278.75960000000026,AA,136988.04263200014
716.0,MSP,DCA,2026.0,DL,268.4547999999996,DL,192213.6367999997
197.51,ORF,SEA,2026.0,AA,288.13669999999973,AA,56909.87961699995
